Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000221134	AC007339.1	16	1	ENST00000408207	82	0	-9	-9	-9	-9	1
ENSG00000260024	MRPS21P7	16	1	ENST00000566937	238	0	-9	-9	-9	-9	1
ENSG00000259978	MRPS21P8	16	1	ENST00000569196	235	0	-9	-9	-9	-9	1
ENSG00000265708	AC027348.1	16	1	ENST00000578350	100	0	-9	-9	-9	-9	1
ENSG00000244551	RPL34P29	16	1	ENST00000491411	325	0	-9	-9	-9	-9	1
ENSG00000205423	CNEP1R1	16	1	ENST00000458059	2965	6	3	3599	50063709	50067308	1
ENSG00000155393	HEATR3	16	1	ENST00000299192	3560	14	10	8354	50120262	50128616	1
ENSG00000202124	RNY4P3	16	1	ENST00000365254	95	0	-9	-9	-9	-9	1
ENSG00000260031	RPL10P14	16	-1	ENST00000565265	298	0	-9	-9	-9	-9	1
ENSG00000252526	SNORA70	16	-1	ENST00000516717	90	0	-9	-9	-9	-9	1
ENSG00000121274	PAPD5	16	1	ENST00000436909	4635	12	1	57064	50188170	50245234	1
ENSG00000121281	ADCY7	16	1	ENST00000394697	6213	25	0	21325	50300498	50321823	1
ENSG00000166164	BRD7	16	-1	ENST00000394689	2145	16	1	13168	50388833	50402001	1
ENSG00000252077	SNORD112	16	-1	ENST00000516268	70	0	-9	-9	-9	-9	1
ENSG00000140807	NKD1	16	1	ENST00000268459	4592	9	2	58739	50583466	50642205	1
ENSG00000167208	SNX20	16	-1	ENST00000330943	2904	3	0	3655	50711446	50715101	1
ENSG00000167207	NOD2	16	1	ENST00000300589	4486	11	1	7901	50733865	50741766	1
ENSG00000083799	CYLD	16	1	ENST00000427738	8503	17	3	20742	50788335	50809077	1
ENSG00000264947	hsa-mir-3181	16	1	ENST00000578512	73	0	-9	-9	-9	-9	1
ENSG00000260042	CTD-2034I21.1	16	-1	ENST00000569986	981	1	0	21685	50891219	50912904	1
ENSG00000199771	RNA5SP426	16	-1	ENST00000362901	121	0	-9	-9	-9	-9	1
ENSG00000263082	CTD-2034I21.2	16	1	ENST00000576842	2248	1	0	1646	50914172	50915818	1
ENSG00000261282	AC009166.3	16	1	ENST00000563903	451	0	-9	-9	-9	-9	1
ENSG00000103449	SALL1	16	-1	ENST00000251020	5146	2	0	9021	51176056	51185077	1
ENSG00000261238	AC009166.5	16	1	ENST00000570060	487	1	0	95	51183499	51183594	1
ENSG00000261047	AC137527.2	16	1	ENST00000570155	70	0	-9	-9	-9	-9	1
ENSG00000260818	UNGP1	16	1	ENST00000565839	1261	0	-9	-9	-9	-9	1
ENSG00000224578	CTD-2119F7.2	16	1	ENST00000562726	1377	0	-9	-9	-9	-9	1
ENSG00000223168	7SK	16	-1	ENST00000411236	328	0	-9	-9	-9	-9	1
ENSG00000261190	C16orf97	16	-1	ENST00000568524	406	3	2	52734	52039546	52092280	0
ENSG00000261190	C16orf97	16	-1	ENST00000562818	415	5	1	23465	52068815	52092280	1
ENSG00000221515	AC007333.1	16	-1	ENST00000408588	99	0	-9	-9	-9	-9	1
ENSG00000103460	TOX3	16	-1	ENST00000407228	3124	7	1	50832	52502486	52553318	0
ENSG00000103460	TOX3	16	-1	ENST00000219746	3233	6	0	78063	52502486	52580549	1
ENSG00000103460	TOX3	16	-1	ENST00000563091	572	3	0	78794	52502486	52581280	0
ENSG00000103460	TOX3	16	-1	ENST00000568436	548	3	0	70997	52509552	52580549	0
ENSG00000177200	CHD9	16	1	ENST00000566029	13110	38	0	100849	53088989	53189838	1
ENSG00000177200	CHD9	16	1	ENST00000566029	13110	38	1	51941	53191453	53243394	1
ENSG00000177200	CHD9	16	1	ENST00000561869	720	1	0	66223	53088989	53155212	0
ENSG00000177200	CHD9	16	1	ENST00000565832	2169	3	0	56658	53133180	53189838	0
ENSG00000212582	Y_RNA	16	-1	ENST00000391280	94	0	-9	-9	-9	-9	1
ENSG00000202193	RNA5SP427	16	1	ENST00000365323	119	0	-9	-9	-9	-9	1
ENSG00000103479	RBL2	16	1	ENST00000262133	4906	21	20	8295	53515747	53524042	1
ENSG00000252569	U6	16	-1	ENST00000516760	105	0	-9	-9	-9	-9	1
ENSG00000166971	AKTIP	16	-1	ENST00000394657	2083	9	2	3065	53529238	53532303	1
ENSG00000103494	RPGRIP1L	16	-1	ENST00000379925	5297	26	21	14083	53656268	53670351	1
ENSG00000140718	FTO	16	1	ENST00000471389	11766	8	0	105911	53738141	53844052	1
ENSG00000140718	FTO	16	1	ENST00000471389	11766	8	7	177653	53968021	54145674	1
ENSG00000140718	FTO	16	1	ENST00000570395	555	4	0	59933	53738141	53798074	0
ENSG00000140718	FTO	16	1	ENST00000268349	2799	2	0	50829	53968021	54018850	0
ENSG00000140718	FTO	16	1	ENST00000268349	2799	2	1	126808	54018866	54145674	0
ENSG00000260936	FTO-IT1	16	1	ENST00000563011	1223	1	0	112	54073346	54073458	1
ENSG00000214696	AC007347.1	16	1	ENST00000394645	1408	1	0	2	54147725	54147727	1
ENSG00000177508	IRX3	16	-1	ENST00000329734	2601	3	2	506	54317652	54318158	1
ENSG00000264079	AC079412.1	16	-1	ENST00000579890	94	0	-9	-9	-9	-9	1
ENSG00000245694	CRNDE	16	-1	ENST00000560208	735	1	0	3557	54959125	54962682	1
ENSG00000176842	IRX5	16	1	ENST00000394636	2401	2	0	1051	54965359	54966410	1
ENSG00000259711	CTD-3032H12.2	16	1	ENST00000560487	359	1	0	19395	54969003	54988398	1
ENSG00000259725	CTD-3032H12.1	16	-1	ENST00000559802	557	1	0	330	54971967	54972297	1
ENSG00000260147	CTD-3032H12.3	16	1	ENST00000568888	325	0	-9	-9	-9	-9	1
ENSG00000159387	IRX6	16	1	ENST00000290552	3128	5	0	1200	55359048	55360248	1
ENSG00000240760	RPL31P56	16	-1	ENST00000491087	368	0	-9	-9	-9	-9	1
ENSG00000087245	MMP2	16	1	ENST00000570308	3235	13	0	74517	55423947	55498464	0
ENSG00000087245	MMP2	16	1	ENST00000219070	3741	12	10	4331	55532360	55536691	1
ENSG00000087253	LPCAT2	16	1	ENST00000262134	5391	13	10	23529	55585014	55608543	1
ENSG00000256812	CAPNS2	16	1	ENST00000457326	1016	0	-9	-9	-9	-9	1
ENSG00000103546	SLC6A2	16	1	ENST00000219833	2858	13	2	12968	55706087	55719055	1
ENSG00000260765	CES1P2	16	1	ENST00000566467	1242	10	4	4011	55770304	55774315	1
ENSG00000228695	CES1P1	16	1	ENST00000571348	2259	5	0	4004	55794605	55798609	1
ENSG00000198848	CES1	16	-1	ENST00000360526	2006	13	10	4053	55840376	55844429	1
ENSG00000159398	CES5A	16	-1	ENST00000521228	2188	12	0	51286	55907949	55959235	0
ENSG00000159398	CES5A	16	-1	ENST00000521992	2258	13	1	75748	55907949	55983697	1
ENSG00000159398	CES5A	16	-1	ENST00000541580	1669	8	0	80596	55897364	55977960	0
ENSG00000261013	CTD-2050B12.1	16	-1	ENST00000565441	795	1	0	1787	56218074	56219861	1
ENSG00000087258	GNAO1	16	1	ENST00000563440	543	3	1	52559	56309984	56362543	0
ENSG00000087258	GNAO1	16	1	ENST00000562316	492	3	0	82219	56227624	56309843	0
ENSG00000087258	GNAO1	16	1	ENST00000563661	656	2	1	83315	56226528	56309843	0
ENSG00000261439	CTD-2050B12.2	16	-1	ENST00000567381	1905	0	-9	-9	-9	-9	1
ENSG00000159461	AMFR	16	-1	ENST00000290649	3600	13	9	16592	56403239	56419831	1
ENSG00000167005	NUDT21	16	-1	ENST00000300291	4436	6	2	6880	56473658	56480538	1
ENSG00000087263	OGFOD1	16	1	ENST00000566157	4647	12	1	5140	56487320	56492460	1
ENSG00000125124	BBS2	16	-1	ENST00000245157	2963	16	14	11229	56519650	56530879	1
ENSG00000102891	MT4	16	1	ENST00000219162	294	2	0	2592	56599071	56601663	1
ENSG00000087250	MT3	16	1	ENST00000200691	569	2	1	905	56623847	56624752	1
ENSG00000125148	MT2A	16	1	ENST00000245185	786	2	0	309	56642595	56642904	1
ENSG00000260549	MT1L	16	1	ENST00000565768	411	2	0	589	56651502	56652091	1
ENSG00000169715	MT1E	16	1	ENST00000306061	704	2	0	587	56659791	56660378	1
ENSG00000268317	AC026461.1	16	-1	ENST00000600389	54	1	0	3127	56662987	56666114	1
ENSG00000205364	MT1M	16	1	ENST00000379818	829	2	0	581	56666671	56667252	1
ENSG00000255986	MT1JP	16	1	ENST00000444023	408	2	0	594	56669757	56670351	1
ENSG00000205362	MT1A	16	1	ENST00000290705	396	2	1	530	56673241	56673771	1
ENSG00000205361	MT1DP	16	1	ENST00000463480	191	2	1	534	56678088	56678622	1
ENSG00000205360	MT1CP	16	1	ENST00000567054	174	2	0	561	56682180	56682741	1
ENSG00000169688	MT1B	16	1	ENST00000334346	380	2	0	590	56685893	56686483	1
ENSG00000198417	MT1F	16	1	ENST00000334350	690	2	0	589	56691998	56692587	1
ENSG00000125144	MT1G	16	-1	ENST00000444837	406	2	0	589	56701289	56701878	1
ENSG00000205358	MT1H	16	1	ENST00000332374	397	2	0	594	56703824	56704418	1
ENSG00000187193	MT1X	16	1	ENST00000394485	450	2	1	728	56717142	56717870	1
ENSG00000261429	DPPA2P4	16	1	ENST00000563717	878	1	0	325	56721110	56721435	1
ENSG00000102900	NUP93	16	1	ENST00000308159	2741	21	2	39821	56792567	56832388	1
ENSG00000102900	NUP93	16	1	ENST00000563858	797	7	1	73314	56782178	56855492	0
ENSG00000070915	SLC12A3	16	1	ENST00000438926	5567	25	24	8802	56938374	56947176	1
ENSG00000243988	RPS24P17	16	1	ENST00000479895	423	0	-9	-9	-9	-9	1
ENSG00000051108	HERPUD1	16	1	ENST00000439977	1964	7	0	2844	56966303	56969147	1
ENSG00000263441	AC012181.1	16	1	ENST00000585112	97	0	-9	-9	-9	-9	1
ENSG00000087237	CETP	16	1	ENST00000200676	1791	15	1	6262	56997036	57003298	1
ENSG00000140853	NLRC5	16	1	ENST00000262510	6822	48	0	27479	57023507	57050986	1
ENSG00000140848	CPNE2	16	1	ENST00000535318	2316	16	1	16617	57128003	57144620	1
ENSG00000172775	FAM192A	16	-1	ENST00000309137	2848	6	0	11952	57207781	57219733	1
ENSG00000159579	RSPRY1	16	1	ENST00000537866	3586	14	0	17454	57220962	57238416	1
ENSG00000102931	ARL2BP	16	1	ENST00000219204	2099	5	1	2396	57280053	57282449	1
ENSG00000102934	PLLP	16	-1	ENST00000219207	1517	3	0	22336	57295982	57318318	1
ENSG00000260965	CTC-661I16.1	16	1	ENST00000569211	455	1	0	312	57355539	57355851	1
ENSG00000102962	CCL22	16	1	ENST00000219235	2929	2	1	2944	57394472	57397416	1
ENSG00000006210	CX3CL1	16	1	ENST00000006053	3321	2	0	6996	57406550	57413546	1
ENSG00000102970	CCL17	16	1	ENST00000219244	615	3	0	9038	57438748	57447786	1
ENSG00000005194	CIAPIN1	16	-1	ENST00000394391	2182	8	0	6359	57474895	57481254	1
ENSG00000088682	COQ9	16	1	ENST00000262507	1677	8	2	3568	57486848	57490416	1
ENSG00000260345	AC009052.12	16	1	ENST00000567090	298	1	0	1386	57495083	57496469	1
ENSG00000102978	POLR2C	16	1	ENST00000219252	2057	8	3	2938	57500139	57503077	1
ENSG00000125170	DOK4	16	-1	ENST00000340099	2772	8	0	6617	57513600	57520217	1
ENSG00000135736	CCDC102A	16	-1	ENST00000258214	2463	8	0	7176	57563236	57570412	1
ENSG00000159618	GPR114	16	1	ENST00000340339	3767	11	0	18883	57577085	57595968	1
ENSG00000260828	HMGB3P32	16	1	ENST00000567416	561	0	-9	-9	-9	-9	1
ENSG00000205336	GPR56	16	1	ENST00000388812	3972	13	0	21342	57662765	57684107	1
ENSG00000182885	GPR97	16	1	ENST00000333493	2728	11	0	4916	57702317	57707233	1
ENSG00000159625	CCDC135	16	1	ENST00000360716	3041	18	7	10669	57741590	57752259	1
ENSG00000140854	KATNB1	16	1	ENST00000379661	2664	19	3	6316	57778423	57784739	1
ENSG00000140859	KIFC3	16	-1	ENST00000379655	3427	18	2	22711	57806200	57828911	1
ENSG00000140859	KIFC3	16	-1	ENST00000563028	681	2	0	64439	57832194	57896633	0
ENSG00000187185	CTD-2600O9.1	16	1	ENST00000564282	1309	3	0	2878	57844696	57847574	1
ENSG00000206833	RNU6-20	16	-1	ENST00000384106	107	0	-9	-9	-9	-9	1
ENSG00000265209	AC010543.1	16	-1	ENST00000580935	147	0	-9	-9	-9	-9	1
ENSG00000070729	CNGB1	16	-1	ENST00000251102	4179	32	30	9323	57921978	57931301	1
ENSG00000159648	TEPP	16	1	ENST00000290871	1079	7	1	6264	58011943	58018207	1
ENSG00000166188	ZNF319	16	-1	ENST00000299237	4221	1	0	971	58032426	58033397	1
ENSG00000103005	USB1	16	1	ENST00000219281	2282	6	1	7284	58036549	58043833	1
ENSG00000102996	MMP15	16	1	ENST00000219271	4250	9	0	10960	58060416	58071376	1
ENSG00000207173	Y_RNA	16	-1	ENST00000384444	101	0	-9	-9	-9	-9	1
ENSG00000070761	C16orf80	16	-1	ENST00000262498	1350	5	0	12081	58150855	58162936	1
ENSG00000260545	CTB-134F13.1	16	1	ENST00000564672	415	1	0	2055	58150982	58153037	1
ENSG00000070770	CSNK2A2	16	-1	ENST00000262506	1701	11	1	9877	58220760	58230637	1
ENSG00000103021	CCDC113	16	1	ENST00000219299	5272	8	6	10896	58301490	58312386	1
ENSG00000103023	PRSS54	16	-1	ENST00000219301	1810	6	3	4764	58320099	58324863	1
ENSG00000203343	AC009107.1	16	1	ENST00000366168	480	3	0	5	58315631	58315636	1
ENSG00000181938	GINS3	16	1	ENST00000561952	580	1	0	91087	58329438	58420525	0
ENSG00000181938	GINS3	16	1	ENST00000568468	566	4	2	56672	58363853	58420525	0
ENSG00000181938	GINS3	16	1	ENST00000564814	570	2	1	62281	58363853	58426134	0
ENSG00000181938	GINS3	16	1	ENST00000426538	1728	3	1	7880	58429122	58437002	1
ENSG00000212379	U6	16	-1	ENST00000391077	97	0	-9	-9	-9	-9	1
ENSG00000252271	U6	16	-1	ENST00000516462	101	0	-9	-9	-9	-9	1
ENSG00000103034	NDRG4	16	1	ENST00000394282	3626	15	0	23289	58498371	58521660	1
ENSG00000200556	U6	16	1	ENST00000363686	107	0	-9	-9	-9	-9	1
ENSG00000103037	SETD6	16	1	ENST00000219315	1553	7	4	1123	58550832	58551955	1
ENSG00000125107	CNOT1	16	-1	ENST00000317147	8471	48	0	30217	58633415	58663632	1
ENSG00000207493	SNORA46	16	-1	ENST00000384762	135	0	-9	-9	-9	-9	1
ENSG00000206952	SNORA50	16	-1	ENST00000384225	136	0	-9	-9	-9	-9	1
ENSG00000260865	CTA-331F8.1	16	-1	ENST00000566916	357	0	-9	-9	-9	-9	1
ENSG00000103042	SLC38A7	16	-1	ENST00000570101	4549	10	0	3714	58714145	58717859	1
ENSG00000125166	GOT2	16	-1	ENST00000245206	2462	9	0	10238	58757806	58768044	1
ENSG00000200424	U6	16	-1	ENST00000363554	107	0	-9	-9	-9	-9	1
ENSG00000260451	GEMIN8P2	16	1	ENST00000569855	700	1	0	325	58810599	58810924	1
ENSG00000244043	RPS27P27	16	1	ENST00000498779	255	0	-9	-9	-9	-9	1
ENSG00000238601	AC040163.1	16	1	ENST00000408434	73	0	-9	-9	-9	-9	1
ENSG00000200062	U4	16	1	ENST00000363192	141	0	-9	-9	-9	-9	1
ENSG00000265167	AC009081.1	16	-1	ENST00000585035	86	0	-9	-9	-9	-9	1
ENSG00000259844	GNPATP	16	-1	ENST00000567548	1980	1	0	436	60689874	60690310	1
ENSG00000265127	AC009080.1	16	1	ENST00000584162	105	0	-9	-9	-9	-9	1
ENSG00000150394	CDH8	16	-1	ENST00000577730	8009	11	0	119679	61935377	62055056	0
ENSG00000150394	CDH8	16	-1	ENST00000577730	8009	11	6	62131	61761119	61823250	0
ENSG00000150394	CDH8	16	-1	ENST00000577730	8009	11	8	58120	61689625	61747745	0
ENSG00000150394	CDH8	16	-1	ENST00000585315	9076	10	7	75388	61747862	61823250	0
ENSG00000201289	7SK	16	-1	ENST00000364419	323	0	-9	-9	-9	-9	1
ENSG00000260115	CTC-420A11.2	16	1	ENST00000562349	714	3	0	15713	61952303	61968016	1
ENSG00000207441	RNU6-21	16	-1	ENST00000384710	107	0	-9	-9	-9	-9	1
ENSG00000237901	AC009161.1	16	1	ENST00000417306	376	0	-9	-9	-9	-9	1
ENSG00000231589	AC009110.1	16	1	ENST00000415422	558	1	0	1521	62630468	62631989	1
ENSG00000223123	AC010546.1	16	-1	ENST00000411191	88	0	-9	-9	-9	-9	1
ENSG00000261199	UBE2FP2	16	-1	ENST00000566646	462	0	-9	-9	-9	-9	1
ENSG00000241808	RPS15AP34	16	-1	ENST00000487776	387	0	-9	-9	-9	-9	1
ENSG00000261028	AC012322.1	16	-1	ENST00000561657	861	4	2	48303	64279681	64327984	1
ENSG00000140937	CDH11	16	-1	ENST00000394156	6874	13	0	67952	65087831	65155783	0
ENSG00000140937	CDH11	16	-1	ENST00000566827	2395	11	1	54948	65032759	65087707	0
ENSG00000140937	CDH11	16	-1	ENST00000569624	584	2	0	70306	65087831	65158137	0
ENSG00000140937	CDH11	16	-1	ENST00000562998	568	1	0	116839	65038944	65155783	0
ENSG00000140937	CDH11	16	-1	ENST00000564317	566	2	0	68366	65087831	65156197	0
ENSG00000140937	CDH11	16	-1	ENST00000562325	582	2	0	67947	65087831	65155778	0
ENSG00000140937	CDH11	16	-1	ENST00000568340	514	3	1	69746	65087831	65157577	0
ENSG00000140937	CDH11	16	-1	ENST00000563492	468	1	0	71842	65087831	65159673	0
ENSG00000201999	RNA5SP428	16	1	ENST00000365129	132	0	-9	-9	-9	-9	1
ENSG00000179776	CDH5	16	1	ENST00000341529	4117	11	0	12561	66400661	66413222	1
ENSG00000246898	CTD-2258A20.4	16	1	ENST00000499966	2147	1	0	1466	66442717	66444183	1
ENSG00000166546	BEAN1	16	1	ENST00000536005	1988	4	1	31901	66471604	66503505	1
ENSG00000260146	CTD-2258A20.3	16	-1	ENST00000566896	354	0	-9	-9	-9	-9	1
ENSG00000261656	CTD-2258A20.5	16	-1	ENST00000564618	533	1	0	5540	66503965	66509505	1
ENSG00000247270	AC132186.1	16	-1	ENST00000544589	2973	0	-9	-9	-9	-9	1
ENSG00000166548	TK2	16	-1	ENST00000451102	3738	9	5	11117	66551780	66562897	1
ENSG00000223154	Y_RNA	16	1	ENST00000411222	111	0	-9	-9	-9	-9	1
ENSG00000217555	CKLF	16	1	ENST00000264001	669	3	0	5397	66586696	66592093	1
ENSG00000254788	CKLF-CMTM1	16	1	ENST00000527729	585	2	0	24311	66586696	66611007	1
ENSG00000089505	CMTM1	16	1	ENST00000379500	1064	3	1	7010	66603997	66611007	1
ENSG00000140932	CMTM2	16	1	ENST00000268595	1054	3	1	6813	66614087	66620900	1
ENSG00000140931	CMTM3	16	1	ENST00000424011	2330	5	1	3357	66638855	66642212	1
ENSG00000183723	CMTM4	16	-1	ENST00000330687	3414	4	0	59759	66670484	66730243	1
ENSG00000183723	CMTM4	16	-1	ENST00000563952	1023	3	0	59846	66670484	66730330	0
ENSG00000135720	DYNC1LI2	16	-1	ENST00000258198	4515	12	2	6529	66776571	66783100	1
ENSG00000249961	CCDC79	16	-1	ENST00000433154	2446	18	15	8125	66793193	66801318	1
ENSG00000159593	NAE1	16	-1	ENST00000290810	1837	19	0	4067	66860683	66864750	1
ENSG00000168748	CA7	16	1	ENST00000338437	1555	6	1	3314	66881130	66884444	1
ENSG00000172840	PDP2	16	1	ENST00000311765	4002	1	0	3591	66914543	66918134	1
ENSG00000166589	CDH16	16	-1	ENST00000299752	2954	17	2	1213	66950332	66951545	1
ENSG00000166592	RRAD	16	-1	ENST00000299759	1569	4	3	1163	66956256	66957419	1
ENSG00000166595	FAM96B	16	-1	ENST00000422424	675	4	2	789	66966728	66967517	1
ENSG00000172831	CES2	16	1	ENST00000317091	3927	11	0	2326	66969614	66971940	1
ENSG00000172828	CES3	16	1	ENST00000303334	3834	12	7	2814	67000768	67003582	1
ENSG00000172824	CES4A	16	1	ENST00000540947	2284	11	0	6798	67022733	67029531	1
ENSG00000067955	CBFB	16	1	ENST00000412916	2971	5	2	29927	67070658	67100585	1
ENSG00000067955	CBFB	16	1	ENST00000565389	846	2	1	68897	67063716	67132613	0
ENSG00000125149	C16orf70	16	1	ENST00000219139	2865	15	0	9873	67144142	67154015	1
ENSG00000237172	B3GNT9	16	-1	ENST00000449549	2917	1	0	194	67184574	67184768	1
ENSG00000102871	TRADD	16	-1	ENST00000345057	1877	4	0	3170	67190571	67193741	1
ENSG00000135722	FBXL8	16	1	ENST00000258200	1658	2	0	1679	67193959	67195638	1
ENSG00000102878	HSF4	16	1	ENST00000264009	2604	14	10	884	67201850	67202734	1
ENSG00000265690	HSF4	16	1	ENST00000523360	499	1	0	181	67198163	67198344	1
ENSG00000140939	NOL3	16	1	ENST00000568146	1351	3	1	167	67208357	67208524	1
ENSG00000196123	KIAA0895L	16	-1	ENST00000290881	3550	7	0	1565	67215600	67217165	1
ENSG00000179044	EXOC3L1	16	-1	ENST00000314586	2510	13	3	884	67221740	67222624	1
ENSG00000205250	E2F4	16	1	ENST00000379378	2096	9	6	1593	67229909	67231502	1
ENSG00000102890	ELMO3	16	1	ENST00000393997	2531	19	7	417	67234871	67235288	1
ENSG00000125122	LRRC29	16	-1	ENST00000409037	1940	4	0	1593	67242358	67243951	1
ENSG00000237102	AC040160.1	16	-1	ENST00000454102	778	2	1	12856	67244873	67257729	1
ENSG00000168701	TMEM208	16	1	ENST00000304800	793	5	0	612	67261127	67261739	1
ENSG00000135723	FHOD1	16	-1	ENST00000258201	3990	21	0	7756	67273357	67281113	1
ENSG00000135740	SLC9A5	16	1	ENST00000299798	3736	15	14	4513	67300128	67304641	1
ENSG00000262691	CTC-277H1.7	16	1	ENST00000573063	2677	0	-9	-9	-9	-9	1
ENSG00000196155	PLEKHG4	16	1	ENST00000360461	6782	20	9	1417	67316761	67318178	1
ENSG00000168676	KCTD19	16	-1	ENST00000304372	2958	15	1	16018	67338474	67354492	1
ENSG00000201201	7SK	16	-1	ENST00000364331	330	0	-9	-9	-9	-9	1
ENSG00000159708	LRRC36	16	1	ENST00000329956	2395	13	0	15025	67360835	67375860	1
ENSG00000159713	TPPP3	16	-1	ENST00000564104	1736	2	0	292	67424535	67424827	1
ENSG00000239194	U1	16	-1	ENST00000458950	160	0	-9	-9	-9	-9	1
ENSG00000159714	ZDHHC1	16	-1	ENST00000348579	2047	10	0	8358	67441716	67450074	1
ENSG00000176387	HSD11B2	16	1	ENST00000326152	1900	4	0	4115	67465416	67469531	1
ENSG00000203401	AC009061.1	16	1	ENST00000366223	2334	2	0	3	67467592	67467595	1
ENSG00000159720	ATP6V0D1	16	-1	ENST00000290949	1716	7	0	27242	67487618	67514860	1
ENSG00000159723	AGRP	16	-1	ENST00000290953	764	3	2	207	67516721	67516928	1
ENSG00000039523	FAM65A	16	1	ENST00000422602	3990	21	0	8565	67563762	67572327	1
ENSG00000261396	CTD-2012K14.2	16	-1	ENST00000567122	530	2	0	563	67573385	67573948	1
ENSG00000259945	CTD-2012K14.3	16	-1	ENST00000563083	336	1	0	506	67576241	67576747	1
ENSG00000260894	CTD-2012K14.4	16	-1	ENST00000564717	207	1	0	63	67576331	67576394	1
ENSG00000261386	CTD-2012K14.6	16	-1	ENST00000565929	515	0	-9	-9	-9	-9	1
ENSG00000259804	CTD-2012K14.7	16	-1	ENST00000562846	899	0	-9	-9	-9	-9	1
ENSG00000102974	CTCF	16	1	ENST00000264010	3939	11	1	39560	67605167	67644727	1
ENSG00000237718	AC009095.4	16	-1	ENST00000388909	522	1	0	441	67648354	67648795	1
ENSG00000159753	RLTPR	16	1	ENST00000334583	4687	37	31	1131	67688803	67689934	1
ENSG00000102977	ACD	16	-1	ENST00000393919	1974	11	8	193	67692265	67692458	1
ENSG00000102981	PARD6A	16	1	ENST00000219255	1248	2	0	354	67695004	67695358	1
ENSG00000124074	ENKD1	16	-1	ENST00000243878	1579	6	2	934	67697965	67698899	1
ENSG00000159761	C16orf86	16	1	ENST00000403458	1267	3	1	353	67701428	67701781	1
ENSG00000141098	GFOD2	16	-1	ENST00000268797	2126	2	0	33361	67719705	67753066	1
ENSG00000141084	RANBP10	16	-1	ENST00000317506	5305	13	1	33342	67805989	67839331	1
ENSG00000141084	RANBP10	16	-1	ENST00000602638	1248	5	1	60973	67778358	67839331	0
ENSG00000102904	TSNAXIP1	16	1	ENST00000388833	2429	15	0	6917	67841288	67848205	1
ENSG00000102901	CENPT	16	-1	ENST00000562787	2345	15	0	11743	67869561	67881304	1
ENSG00000168286	THAP11	16	1	ENST00000303596	1885	0	-9	-9	-9	-9	1
ENSG00000102898	NUTF2	16	1	ENST00000219169	2321	4	0	18117	67880888	67899005	1
ENSG00000262141	CTC-479C5.11	16	-1	ENST00000573092	157	0	-9	-9	-9	-9	1
ENSG00000266937	CTC-479C5.16	16	1	ENST00000587481	2608	0	-9	-9	-9	-9	1
ENSG00000038358	EDC4	16	1	ENST00000358933	4800	28	0	2602	67907246	67909848	1
ENSG00000221526	AC040162.1	16	1	ENST00000408599	84	0	-9	-9	-9	-9	1
ENSG00000263126	CTC-479C5.10	16	1	ENST00000572067	3907	0	-9	-9	-9	-9	1
ENSG00000188038	NRN1L	16	1	ENST00000339176	710	2	0	740	67918885	67919625	1
ENSG00000159792	PSKH1	16	1	ENST00000291041	3481	2	1	17619	67943609	67961228	1
ENSG00000141086	CTRL	16	-1	ENST00000574481	1721	6	0	600	67965104	67965704	1
ENSG00000261884	CTC-479C5.12	16	-1	ENST00000573493	573	4	3	3570	67964902	67968472	1
ENSG00000205220	PSMB10	16	-1	ENST00000358514	1218	7	5	472	67968851	67969323	1
ENSG00000213398	LCAT	16	-1	ENST00000264005	1507	5	4	1885	67974381	67976266	1
ENSG00000124067	SLC12A4	16	-1	ENST00000422611	4670	22	0	6733	67995609	68002342	1
ENSG00000267660	CTC-479C5.17	16	-1	ENST00000590594	974	0	-9	-9	-9	-9	1
ENSG00000141096	DPEP3	16	-1	ENST00000268793	2018	9	1	1013	68012529	68013542	1
ENSG00000167261	DPEP2	16	-1	ENST00000412757	2236	11	1	6010	68027160	68033170	1
ENSG00000167264	DUS2L	16	1	ENST00000570709	572	6	0	50053	68021856	68071909	0
ENSG00000167264	DUS2L	16	1	ENST00000565263	2310	16	1	12512	68059397	68071909	1
ENSG00000262962	KARSP3	16	-1	ENST00000571212	1504	3	0	417	68038345	68038762	1
ENSG00000263201	CTC-479C5.6	16	-1	ENST00000574912	1185	1	0	1292	68048315	68049607	1
ENSG00000202336	U6	16	-1	ENST00000365466	108	0	-9	-9	-9	-9	1
ENSG00000182810	DDX28	16	-1	ENST00000332395	2592	0	-9	-9	-9	-9	1
ENSG00000221789	AC130462.1	16	-1	ENST00000408862	106	0	-9	-9	-9	-9	1
ENSG00000072736	NFATC3	16	1	ENST00000566893	715	2	0	72689	68119083	68191772	0
ENSG00000072736	NFATC3	16	1	ENST00000561714	792	2	0	72085	68119687	68191772	0
ENSG00000072736	NFATC3	16	1	ENST00000346183	6040	9	0	36203	68119687	68155890	1
ENSG00000201850	Y_RNA	16	-1	ENST00000364980	95	0	-9	-9	-9	-9	1
ENSG00000212445	SNORA48	16	1	ENST00000391143	135	0	-9	-9	-9	-9	1
ENSG00000240435	RPS12P27	16	1	ENST00000465542	337	0	-9	-9	-9	-9	1
ENSG00000103067	ESRP2	16	-1	ENST00000473183	3793	14	1	1527	68268010	68269537	1
ENSG00000103066	PLA2G15	16	1	ENST00000219345	2723	5	1	5473	68283349	68288822	1
